,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
1791,Usman Salahuddin (Pak),2011-2011,2,2,0,13,8,6.50,28,46.42,0,0,0
1792,Zaheer Maqsood (UAE),2015-2015,2,2,2,13,8*,-,46,28.26,0,0,0
1793,Asim Saeed (UAE),2004-2004,2,2,0,12,12,6.00,19,63.15,0,0,1
1794,DM Basden (Ber),2007-2007,2,2,0,12,7,6.00,39,30.76,0,0,0
1795,GK Bruk-Jackson (Zim),1993-1993,1,1,0,12,12,12.00,33,36.36,0,0,0
1796,Danish Kaneria (Pak),2001-2007,18,10,8,12,6*,6.00,22,54.54,0,0,2
1797,IC Davis (Aus),1974-1977,3,3,1,12,11*,6.00,35,34.28,0,0,1
1798,RP de Groen (NZ),1993-1994,12,8,3,12,7*,2.40,36,33.33,0,0,4
1799,AM de Silva (SL),1986-1993,4,2,0,12,8,6.00,24,50.00,0,0,0
1800,R Dhawan (India),2016-2016,3,2,1,12,9,12.00,13,92.30,0,0,0
1801,Enamul Haque jnr (Ban),2005-2009,10,5,1,12,5,3.00,19,63.15,0,0,2
1802,M Hayward (SA),1998-2002,21,5,1,12,4,3.00,28,42.85,0,0,1
1803,Imtiaz Abbasi (UAE),1994-1996,7,6,4,12,6*,6.00,38,31.57,0,0,0
1804,Javed Qadeer (Pak),1995-1995,1,1,0,12,12,12.00,23,52.17,0,0,0
1805,TJ Jenner (Aus),1975-1975,1,1,0,12,12,12.00,25,48.00,0,0,0
1806,NM Lyon (Aus),2012-2016,10,4,3,12,8*,12.00,9,133.33,0,0,1
1807,AJ McKay (NZ),2010-2012,19,10,7,12,4*,4.00,47,25.53,0,0,3
1808,PS Mehta (EAf),1975-1975,1,1,0,12,12,12.00,41,29.26,0,0,0
1809,PJK Mooney (Ire),2006-2007,4,3,2,12,11*,12.00,9,133.33,0,0,1
1810,Naeemuddin Aslam (UAE),2004-2004,2,2,0,12,12,6.00,31,38.70,0,0,1
1811,TS Nethula (NZ),2012-2012,5,3,1,12,9*,6.00,11,109.09,0,0,1
1812,Noor-ul-Haq (Afg),2010-2010,2,2,0,12,12,6.00,58,20.68,0,0,1
1813,EJ Richardson (Ire),2013-2013,2,1,0,12,12,12.00,18,66.66,0,0,0
1814,Ahmed Kamal (Ban),1999-1999,1,1,0,11,11,11.00,19,57.89,0,0,0
1815,MJD Allingham (Scot),1999-1999,3,3,0,11,6,3.66,96,11.45,0,0,0
1816,Arshad Pervez (Pak),1978-1978,2,2,0,11,8,5.50,47,23.40,0,0,0
1817,J Blackwood (WI),2015-2015,2,2,0,11,9,5.50,23,47.82,0,0,0
1818,LJ Burger (Nam),2003-2003,6,6,1,11,5,2.20,62,17.74,0,0,2
1819,SF Burger (Nam),2003-2003,2,2,0,11,6,5.50,20,55.00,0,0,0
1820,PH Carlson (Aus),1979-1979,4,2,0,11,11,5.50,30,36.66,0,0,1
1821,BS Chandrasekhar (India),1976-1976,1,1,1,11,11*,-,13,84.61,0,0,0
1822,PA Emery (Aus),1994-1994,1,1,1,11,11*,-,13,84.61,0,0,0
1823,Haafiz Shahid (Pak),1988-1988,3,3,2,11,7*,11.00,23,47.82,0,0,0
1824,GW Humpage (Eng),1981-1981,3,2,0,11,6,5.50,24,45.83,0,0,0
1825,DSNFG Jayasuriya (SL),2015-2015,3,2,1,11,11*,11.00,17,64.70,0,0,1
1826,SMS Kaluperuma (SL),1988-1988,2,2,0,11,7,5.50,41,26.82,0,0,0
1827,NM Kulkarni (India),1997-1998,10,5,3,11,5*,5.50,20,55.00,0,0,1
1828,JA Maclean (Aus),1979-1979,2,1,0,11,11,11.00,33,33.33,0,0,0
1829,V Permaul (WI),2012-2013,6,3,1,11,10,5.50,21,52.38,0,0,0
1830,B Reddy (India),1978-1981,3,2,2,11,8*,-,20,55.00,0,0,0
1831,G Sharma (India),1985-1987,11,2,0,11,7,5.50,24,45.83,0,0,0
1832,R Sharma (HK),2004-2004,2,2,0,11,10,5.50,24,45.83,0,0,0
1833,FJ Titmus (Eng),1975-1975,2,1,0,11,11,11.00,32,34.37,0,0,0
1834,GD Watson (Aus),1972-1972,2,2,1,11,11*,11.00,16,68.75,0,0,1
1835,JG Williamson (Scot),1999-1999,2,2,0,11,10,5.50,35,31.42,0,0,0
1836,Zahid Shah (UAE),2008-2008,2,2,2,11,6*,-,20,55.00,0,0,0
1837,TR Ambrose (Eng),2008-2008,5,5,1,10,6,2.50,34,29.41,0,0,1
1838,Asif Masood (Pak),1973-1976,7,3,1,10,6,5.00,17,58.82,0,0,1
1839,HK Bennett (NZ),2010-2014,14,7,5,10,4*,5.00,35,28.57,0,0,1
1840,D Bishoo (WI),2011-2011,13,7,2,10,6*,2.00,26,38.46,0,0,4
1841,D Brown (WI),2001-2002,3,2,1,10,9,10.00,20,50.00,0,0,0
1842,DLS de Silva (SL),1979-1979,2,1,0,10,10,10.00,35,28.57,0,0,0
1843,JJ Esmeijer (Neth),2002-2003,6,5,1,10,7,2.50,43,23.25,0,0,3
1844,B Geeves (Aus),2008-2009,2,2,2,10,10*,-,11,90.90,0,0,0
1845,W Jaffer (India),2006-2006,2,2,0,10,10,5.00,23,43.47,0,0,1
1846,Kabir Khan (Pak),1994-2000,10,5,4,10,5,10.00,25,40.00,0,0,0
1847,AV Kale (India),2003-2003,1,1,0,10,10,10.00,22,45.45,0,0,0
1848,NJ MacRae (Scot),2006-2006,2,2,0,10,8,5.00,36,27.77,0,0,0
1849,CA Marshall (Can),1979-1979,2,2,0,10,8,5.00,41,24.39,0,0,0
1850,A Martin (WI),2011-2011,9,6,5,10,4*,10.00,29,34.48,0,0,0
1851,BMW Patterson (Scot),1999-1999,3,3,0,10,10,3.33,43,23.25,0,0,2
1852,Shabbir Ahmed (Pak),1999-2005,32,11,5,10,2,1.66,29,34.48,0,0,0
1853,Shariful Haque (Ban),1998-1998,1,1,0,10,10,10.00,6,166.66,0,0,0
1854,TE Srinivasan (India),1980-1981,2,2,0,10,6,5.00,35,28.57,0,0,0
1855,MP Stead (Can),1979-1979,2,2,0,10,10,5.00,45,22.22,0,0,1
1856,GC Tonge (WI),2009-2009,5,4,2,10,5,5.00,16,62.50,0,0,0
1857,MDJ Walker (NZ),2003-2003,3,1,0,10,10,10.00,6,166.66,0,0,0
1858,WA Wisneski (NZ),2000-2000,3,2,1,10,6,10.00,17,58.82,0,0,0
1859,AK Zesers (Aus),1987-1987,2,2,2,10,8*,-,14,71.42,0,0,0
1860,MJ Bennett (Aus),1984-1985,8,4,1,9,6*,3.00,21,42.85,0,0,2
1861,CE Bulfin (NZ),1999-1999,4,2,1,9,7*,9.00,8,112.50,0,0,0
1862,SJ Chalmers (Scot),2009-2009,2,1,1,9,9*,-,14,64.28,0,0,0
1863,NA David (India),1997-1997,4,2,2,9,8*,-,10,90.00,0,0,0
1864,GN de Silva (SL),1983-1985,4,2,1,9,7,9.00,18,50.00,0,0,0
1865,GRA de Silva (SL),1975-1982,6,4,2,9,6*,4.50,33,27.27,0,0,1
1866,DR Doshi (India),1980-1982,15,5,2,9,5*,3.00,20,45.00,0,0,2
1867,CJ Drum (NZ),1999-1999,5,2,2,9,7*,-,22,40.90,0,0,0
1868,Fahad Usman (UAE),2004-2004,2,2,0,9,9,4.50,18,50.00,0,0,1
1869,Faisal Athar (Pak),2003-2003,1,1,0,9,9,9.00,38,23.68,0,0,0
1870,MJ Haslam (NZ),1992-1992,1,1,0,9,9,9.00,18,50.00,0,0,0
1871,AG Huckle (Zim),1997-1999,19,8,4,9,5*,2.25,16,56.25,0,0,3
1872,HR Johnson (USA),2004-2004,2,2,1,9,9,9.00,20,45.00,0,0,0
1873,DE Malcolm (Eng),1990-1994,10,5,2,9,4,3.00,11,81.81,0,0,1
1874,Mohammad Salim (Ban),2003-2003,1,1,0,9,9,9.00,24,37.50,0,0,0
1875,PG Nana (EAf),1975-1975,3,3,2,9,8*,9.00,45,20.00,0,0,1
1876,LS Rajput (India),1985-1987,4,4,1,9,8,3.00,31,29.03,0,0,2
1877,Rashid Zia (USA),2004-2004,2,2,0,9,8,4.50,57,15.78,0,0,0
1878,JA Snow (Eng),1971-1975,9,4,2,9,5*,4.50,41,21.95,0,0,0
1879,GP Sulzberger (NZ),2000-2000,3,2,1,9,6*,9.00,15,60.00,0,0,0
1880,AJ Tudor (Eng),2002-2002,3,2,1,9,6,9.00,11,81.81,0,0,0
1881,VB van Jaarsveld (SA),2009-2009,2,2,0,9,5,4.50,15,60.00,0,0,0
1882,Zahid Hussain (Can),2011-2011,2,2,1,9,7*,9.00,31,29.03,0,0,0
1883,VR Aaron (India),2011-2014,9,3,2,8,6*,8.00,15,53.33,0,0,1
1884,Asif Iqbal (1) (UAE),2015-2015,1,1,0,8,8,8.00,8,100.00,0,0,0
1885,RA Austin (WI),1978-1978,1,1,0,8,8,8.00,13,61.53,0,0,0
1886,BS Browne (WI),1994-1994,4,3,2,8,8*,8.00,24,33.33,0,0,1
1887,H Davids (SA),2013-2013,2,2,0,8,7,4.00,24,33.33,0,0,0
1888,PA Desai (Can),2010-2014,13,8,5,8,3*,2.66,55,14.54,0,0,2
1889,R Dhanraj (WI),1994-1995,6,2,1,8,8,8.00,32,25.00,0,0,0
1890,P Dharmani (India),1996-1996,1,1,0,8,8,8.00,8,100.00,0,0,0
1891,TL Fernando (SL),1989-1989,1,1,0,8,8,8.00,6,133.33,0,0,0
1892,JC Gamage (SL),1995-1995,4,2,2,8,7*,-,9,88.88,0,0,0
1893,Gholam Nousher (Ban),1986-1990,9,3,2,8,4,8.00,16,50.00,0,0,0
1894,Hafizur Rahman (Ban),1986-1986,2,1,0,8,8,8.00,24,33.33,0,0,0
1895,ND Hirwani (India),1988-1992,18,7,3,8,4,2.00,29,27.58,0,0,2
1896,KH Butt (HK),2008-2008,2,2,0,8,4,4.00,28,28.57,0,0,0
1897,Iftikhar Ahmed (Pak),2015-2015,2,2,0,8,5,4.00,31,25.80,0,0,0
1898,ACI Lock (Zim),1996-1996,8,3,2,8,5,8.00,20,40.00,0,0,0
1899,MA Lynch (Eng),1988-1988,3,3,0,8,6,2.66,32,25.00,0,0,1
1900,CS Martin (NZ),2001-2008,20,7,2,8,3,1.60,27,29.62,0,0,2
1901,EZ Matambanadzo (Zim),1996-1997,7,5,3,8,5*,4.00,33,24.24,0,0,1
1902,PDRL Perera (SL),1999-2007,19,7,2,8,4*,1.60,18,44.44,0,0,4
1903,Rahat Ali (Pak),2012-2016,14,7,4,8,6*,2.66,37,21.62,0,0,2
1904,SS Raul (India),1998-1998,2,2,0,8,8,4.00,14,57.14,0,0,1
1905,CA Reid (USA),2004-2004,2,2,0,8,6,4.00,17,47.05,0,0,0
1906,RL Sanghvi (India),1998-1998,10,2,0,8,8,4.00,11,72.72,0,0,1
1907,VRV Singh (India),2006-2006,2,1,0,8,8,8.00,13,61.53,0,0,0
1908,Sohail Butt (UAE),1994-1994,2,2,1,8,6*,8.00,14,57.14,0,0,0
1909,DS Steele (Eng),1976-1976,1,1,0,8,8,8.00,12,66.66,0,0,0
1910,DM Vonhagt (SL),1985-1985,1,1,0,8,8,8.00,17,47.05,0,0,0
1911,HS Williams (SA),1999-2000,7,2,1,8,7,8.00,11,72.72,0,0,0
1912,RW Ali (Kenya),1996-1997,9,3,3,7,6*,-,28,25.00,0,0,0
1913,KG Duers (Zim),1992-1992,6,2,1,7,5,7.00,20,35.00,0,0,0
1914,Fazl-e-Akbar (Pak),1998-2001,2,1,0,7,7,7.00,8,87.50,0,0,0
1915,WCA Ganegama (SL),2001-2006,4,2,0,7,7,3.50,9,77.77,0,0,1
1916,DM Gondaria (Kenya),2013-2013,2,2,0,7,6,3.50,45,15.55,0,0,0
1917,JOA Gordon (Can),2012-2014,5,4,2,7,4,3.50,28,25.00,0,0,0
1918,VR Hogg (Zim),1983-1983,2,1,1,7,7*,-,19,36.84,0,0,0
1919,AG Hurst (Aus),1975-1979,8,4,4,7,3*,-,19,36.84,0,0,0
1920,Izatullah Dawlatzai (Afg),2010-2015,5,3,1,7,6*,3.50,27,25.92,0,0,1
1921,SD Jack (SA),1994-1995,2,2,0,7,6,3.50,8,87.50,0,0,0
1922,Jahangir Alam Talukdar (Ban),1990-1990,2,1,1,7,7*,-,16,43.75,0,0,0
1923,MKGCP Lakshitha (SL),2002-2003,7,2,1,7,4,7.00,12,58.33,0,0,0
1924,Liaqat Ali (Pak),1977-1978,3,1,0,7,7,7.00,31,22.58,0,0,0
1925,GA Manou (Aus),2009-2009,4,1,0,7,7,7.00,6,116.66,0,0,0
1926,PL Mhambrey (India),1996-1998,3,1,1,7,7*,-,5,140.00,0,0,0
1927,EA Moseley (WI),1990-1991,9,6,2,7,2*,1.75,15,46.66,0,0,2
1928,JK Moss (Aus),1979-1979,1,1,0,7,7,7.00,16,43.75,0,0,0
1929,M Pushpakumara (SL),2009-2010,3,1,1,7,7*,-,19,36.84,0,0,0
1930,IDK Salisbury (Eng),1993-1994,4,2,1,7,5,7.00,12,58.33,0,0,0
1931,K Shuttleworth (Eng),1971-1971,1,1,0,7,7,7.00,19,36.84,0,0,0
1932,EHSN Silva (UAE),2008-2008,1,1,0,7,7,7.00,13,53.84,0,0,0
1933,NA Statham (Neth),2003-2009,3,3,0,7,7,2.33,50,14.00,0,0,2
1934,RJW Topley (Eng),2015-2016,10,5,4,7,6,7.00,40,17.50,0,0,0
1935,JDF Vandersay (SL),2015-2016,3,1,1,7,7*,-,16,43.75,0,0,0
1936,RF van Oosterom (Neth),1996-2002,3,3,2,7,5*,7.00,27,25.92,0,0,1
1937,T Yohannan (India),2002-2002,3,2,2,7,5*,-,11,63.63,0,0,0
1938,MKDI Amerasinghe (SL),2007-2008,8,4,4,6,5*,-,9,66.66,0,0,0
1939,Bhupinder Singh snr (India),1994-1994,2,1,0,6,6,6.00,13,46.15,0,0,0
1940,IW Callen (Aus),1978-1982,5,3,2,6,3*,6.00,13,46.15,0,0,1
1941,GD Campbell (Aus),1989-1990,12,3,1,6,4*,3.00,19,31.57,0,0,1
1942,U Chatterjee (India),1995-1995,3,2,1,6,3*,6.00,30,20.00,0,0,0
1943,MT Chinouya (Zim),2013-2013,2,2,1,6,6*,6.00,8,75.00,0,0,1
1944,WP Diepeveen (Neth),2011-2011,1,1,0,6,6,6.00,7,85.71,0,0,0
1945,CE Eksteen (SA),1991-1994,6,2,2,6,6*,-,25,24.00,0,0,0
1946,Fahim Muntasir (Ban),2001-2002,3,3,1,6,5,3.00,17,35.29,0,0,1
1947,AP Grayson (Eng),2000-2001,2,2,0,6,6,3.00,13,46.15,0,0,1
1948,Harilal Shah (EAf),1975-1975,3,3,0,6,6,2.00,56,10.71,0,0,2
1949,Harvinder Singh (India),1997-2001,16,5,1,6,3*,1.50,19,31.57,0,0,1
1950,M Hendrick (Eng),1973-1981,22,10,5,6,2*,1.20,22,27.27,0,0,3
1951,CC Henry (Can),1979-1979,2,2,1,6,5,6.00,14,42.85,0,0,0
1952,P Krishnamurthy (India),1976-1976,1,1,0,6,6,6.00,13,46.15,0,0,0
1953,JN Mohammed (WI),2011-2015,2,2,0,6,4,3.00,31,19.35,0,0,0
1954,T Muzarabani (Zim),2015-2015,6,5,2,6,3,2.00,29,20.68,0,0,1
1955,MJ North (Aus),2009-2009,2,2,0,6,5,3.00,19,31.57,0,0,0
1956,LN Oluoch (Kenya),2011-2011,2,2,1,6,5*,6.00,6,100.00,0,0,0
1957,AK Patel (India),1984-1985,8,2,0,6,6,3.00,11,54.54,0,0,1
1958,DB Rundle (SA),1994-1994,2,2,0,6,6,3.00,11,54.54,0,0,1
1959,RJ Webb (NZ),1983-1983,3,1,1,6,6*,-,10,60.00,0,0,0
1960,AC Agar (Aus),2015-2015,2,1,0,5,5,5.00,15,33.33,0,0,0
1961,Aijaz Ali (USA),2004-2004,2,2,0,5,4,2.50,11,45.45,0,0,0
1962,RT Crandon (WI),2009-2009,1,1,0,5,5,5.00,9,55.55,0,0,0
1963,N Fernandes (UAE),2008-2008,1,1,0,5,5,5.00,13,38.46,0,0,0
1964,JR Hazlewood (Aus),2010-2016,17,3,3,5,5*,-,9,55.55,0,0,0
1965,R Illingworth (Eng),1971-1973,3,2,0,5,4,2.50,18,27.77,0,0,0
1966,Jalal-ud-Din (Pak),1982-1983,8,2,0,5,5,2.50,5,100.00,0,0,1
1967,Jubair Hossain (Ban),2014-2015,3,1,0,5,5,5.00,9,55.55,0,0,0
1968,Khalid Khan (HK),2004-2004,2,2,0,5,3,2.50,8,62.50,0,0,0
1969,H McLeod (EAf),1975-1975,2,2,0,5,5,2.50,10,50.00,0,0,1
1970,Mansoor Amjad (Pak),2008-2008,1,1,0,5,5,5.00,10,50.00,0,0,0
1971,Maqsood Rana (Pak),1990-1990,1,1,0,5,5,5.00,13,38.46,0,0,0
1972,Naumanullah (Pak),2008-2008,1,1,0,5,5,5.00,4,125.00,0,0,0
1973,Neeyamur Rashid (Ban),1999-1999,2,2,1,5,4*,5.00,5,100.00,0,0,0
1974,DJ Pringle (EAf),1975-1975,2,2,0,5,3,2.50,15,33.33,0,0,0
1975,D Ramnarine (WI),1997-2001,4,3,0,5,2,1.66,13,38.46,0,0,0
1976,Sajjad Akbar (Pak),1990-1990,2,1,0,5,5,5.00,9,55.55,0,0,0
1977,L Sivaramakrishnan (India),1985-1987,16,4,2,5,2*,2.50,24,20.83,0,0,0
1978,G Snyman (Nam),2003-2003,5,4,0,5,5,1.25,9,55.55,0,0,3
1979,IS Sodhi (NZ),2015-2016,10,3,0,5,5,1.66,16,31.25,0,0,2
1980,Talha Jubair (Ban),2002-2003,6,5,3,5,4*,2.50,15,33.33,0,0,2
1981,DJ Terbrugge (SA),2000-2000,4,2,1,5,5,5.00,14,35.71,0,0,0
1982,J Theron (SA),2010-2010,4,1,0,5,5,5.00,5,100.00,0,0,0
1983,RK Whelan (Ire),2007-2007,2,2,0,5,5,2.50,12,41.66,0,0,1
1984,Abul Hasan (Ban),2012-2015,6,2,0,4,3,2.00,9,44.44,0,0,0
1985,Al-Amin Hossain (Ban),2014-2015,14,7,5,4,2*,2.00,20,20.00,0,0,2
1986,MI Black (WI),2001-2001,5,2,0,4,4,2.00,14,28.57,0,0,1
1987,N Dickwella (SL),2014-2014,1,1,0,4,4,4.00,10,40.00,0,0,0
1988,PS Eaglestone (Ire),2008-2008,1,1,0,4,4,4.00,3,133.33,0,0,0
1989,Fawad Ahmed (Aus),2013-2013,3,1,1,4,4*,-,2,200.00,0,0,0
1990,PJ Franks (Eng),2000-2000,1,1,0,4,4,4.00,17,23.52,0,0,0
1991,D Ganesh (India),1997-1997,1,1,0,4,4,4.00,8,50.00,0,0,0
1992,Gursharan Singh (India),1990-1990,1,1,0,4,4,4.00,10,40.00,0,0,0
1993,Jahangir Alam (Ban),1997-1999,3,3,0,4,3,1.33,22,18.18,0,0,1
1994,ML Lewis (Aus),2005-2006,7,1,1,4,4*,-,4,100.00,0,0,0
1995,CH Lonsdale (Ber),2007-2007,1,1,0,4,4,4.00,28,14.28,0,0,0
1996,Mohammad Nazir (Pak),1980-1984,4,3,3,4,2*,-,16,25.00,0,0,0
1997,GK Pandey (India),1999-1999,2,2,1,4,4*,4.00,11,36.36,0,0,1
1998,PI Pocock (Eng),1985-1985,1,1,0,4,4,4.00,9,44.44,0,0,0
1999,AM Salvi (India),2003-2003,4,3,1,4,4*,2.00,14,28.57,0,0,2
2000,Samiur Rahman (Ban),1986-1986,2,2,0,4,4,2.00,7,57.14,0,0,1
2001,BB Seebaran (Can),2003-2003,4,3,2,4,4*,4.00,13,30.76,0,0,1
2002,Shahzad Khan (Can),2007-2007,1,1,0,4,4,4.00,12,33.33,0,0,0
2003,RW Staple (USA),2004-2004,2,2,0,4,4,2.00,11,36.36,0,0,1
2004,PJR Steyn (SA),1995-1995,1,1,0,4,4,4.00,14,28.57,0,0,0
2005,MP Stoinis (Aus),2015-2015,1,1,0,4,4,4.00,5,80.00,0,0,0
2006,R Sudhakar Rao (India),1976-1976,1,1,0,4,4,4.00,14,28.57,0,0,0
2007,S Sumar (EAf),1975-1975,1,1,0,4,4,4.00,11,36.36,0,0,0
2008,VAB Tewarie (Neth),2011-2011,1,1,0,4,4,4.00,22,18.18,0,0,0
2009,GS Trimble (Aus),1986-1986,2,2,1,4,4,4.00,5,80.00,0,0,0
2010,T van der Gugten (Neth),2012-2013,4,2,0,4,2,2.00,6,66.66,0,0,0
2011,SL Watkin (Eng),1994-1994,4,2,0,4,4,2.00,23,17.39,0,0,1
2012,UWMBCA Welegedara (SL),2009-2010,10,3,2,4,2*,4.00,9,44.44,0,0,0
2013,RPAH Wickramaratne (SL),1993-1993,3,2,0,4,3,2.00,6,66.66,0,0,0
2014,P Wilson (Aus),1997-1998,11,5,2,4,2,1.33,13,30.76,0,0,2
2015,M Zondeki (Afr/SA),2002-2008,13,3,2,4,3*,4.00,5,80.00,0,0,1
2016,SA Abbott (Aus),2014-2014,1,1,0,3,3,3.00,7,42.85,0,0,0
2017,Abdullah Mazari (Afg),2010-2010,2,1,0,3,3,3.00,16,18.75,0,0,0
2018,CR Amini (PNG),2014-2014,2,1,1,3,3*,-,3,100.00,0,0,0
2019,RA Bhatti (Can),2011-2011,1,1,1,3,3*,-,4,75.00,0,0,0
2020,JWHD Boteju (SL),1999-1999,2,2,1,3,2,3.00,11,27.27,0,0,0
2021,C Carter (HK),2015-2015,2,1,0,3,3,3.00,13,23.07,0,0,0
2022,SS Cottrell (WI),2015-2015,2,2,2,3,2*,-,9,33.33,0,0,0
2023,NR Dyer (Scot),1999-1999,5,4,3,3,2*,3.00,14,21.42,0,0,1
2024,N Pradeep (SL),2012-2016,7,4,4,3,3*,-,6,50.00,0,0,0
2025,D Gamage (SL),2003-2003,3,2,1,3,2*,3.00,10,30.00,0,0,0
2026,LJ Hamilton (NZ),2005-2005,2,2,2,3,2*,-,6,50.00,0,0,0
2027,RT Hart (NZ),1985-1985,1,1,0,3,3,3.00,29,10.34,0,0,0
2028,PD Heyn (SL),1975-1975,2,2,0,3,2,1.50,20,15.00,0,0,0
2029,Ijaz Ahmed jnr (Pak),1997-1997,2,1,1,3,3*,-,2,150.00,0,0,0
2030,CK Kruger (HK),2008-2008,2,2,0,3,3,1.50,20,15.00,0,0,1
2031,Mahbubur Rahman (Ban),1999-1999,1,1,0,3,3,3.00,8,37.50,0,0,0
2032,Mazharul Haque (Ban),2002-2002,1,1,0,3,3,3.00,18,16.66,0,0,0
2033,MC Mendis (SL),1995-1995,1,1,1,3,3*,-,2,150.00,0,0,0
2034,DJ Murray (NZ),1994-1994,1,1,0,3,3,3.00,17,17.64,0,0,0
2035,SV Nayak (India),1981-1982,4,1,0,3,3,3.00,19,15.78,0,0,0
2036,IE O'Brien (NZ),2008-2009,10,2,2,3,3*,-,11,27.27,0,0,0
2037,Pankaj Singh (India),2010-2010,1,1,1,3,3*,-,3,100.00,0,0,0
2038,JM Patel (Can),1979-1979,3,3,0,3,2,1.00,23,13.04,0,0,1
2039,MJ Petrie (Scot),2009-2009,4,2,0,3,3,1.50,18,16.66,0,0,1
2040,GD Porter (Aus),1979-1979,2,1,0,3,3,3.00,9,33.33,0,0,0
2041,U Ranchod (Zim),1992-1993,3,1,1,3,3*,-,6,50.00,0,0,0
2042,RE Redmond (NZ),1973-1973,2,1,0,3,3,3.00,11,27.27,0,0,0
2043,A Shamshudeen (Can),2007-2007,1,1,0,3,3,3.00,28,10.71,0,0,0
2044,CEL Stuart (WI),2001-2001,5,1,1,3,3*,-,13,23.07,0,0,0
2045,Taskin Ahmed (Ban),2014-2015,14,6,3,3,2,1.00,11,27.27,0,0,1
2046,Usman Mushtaq (UAE),2015-2015,1,1,0,3,3,3.00,7,42.85,0,0,0
2047,JN Valentine (Can),1979-1979,3,2,2,3,3*,-,17,17.64,0,0,0
2048,CJPG van Zyl (SA),1992-1992,2,2,1,3,3*,3.00,11,27.27,0,0,1
2049,Zahid Ahmed (Pak),1987-1987,2,2,1,3,3*,3.00,13,23.07,0,0,1
2050,MZ Zahir (Can),2009-2009,1,1,1,3,3*,-,13,23.07,0,0,0
2051,Zakiullah Zaki (Afg),2012-2012,1,1,1,3,3*,-,22,13.63,0,0,0
2052,JP Agnew (Eng),1985-1985,3,1,1,2,2*,-,3,66.66,0,0,0
2053,Ahmed Shah (Afg),2009-2009,1,1,0,2,2,2.00,10,20.00,0,0,0
2054,Anisur Rahman (Ban),1995-1998,2,2,0,2,2,1.00,11,18.18,0,0,1
2055,SM Boland (Aus),2016-2016,6,1,0,2,2,2.00,12,16.66,0,0,0
2056,DJ Cullen (Aus),2006-2006,5,1,1,2,2*,-,3,66.66,0,0,0
2057,BR Dorey (Aus),2006-2006,4,1,0,2,2,2.00,8,25.00,0,0,0
2058,WJ Edwards (Aus),1975-1975,1,1,0,2,2,2.00,14,14.28,0,0,0
2059,Elias Sunny (Ban),2011-2012,4,4,2,2,1*,1.00,11,18.18,0,0,1
2060,PG Gillespie (Ire),2006-2007,5,4,0,2,2,0.50,14,14.28,0,0,3
2061,AAW Gunawardena (SL),1994-1994,1,1,0,2,2,2.00,10,20.00,0,0,0
2062,KC Hodsoll (Ber),2007-2008,3,2,1,2,2*,2.00,7,28.57,0,0,1
2063,Irfan Sajid (UAE),2014-2014,1,1,0,2,2,2.00,5,40.00,0,0,0
2064,Junaid Zia (Pak),2003-2003,4,2,1,2,2*,2.00,7,28.57,0,0,1
2065,K Kamyuka (Can),2013-2013,2,1,0,2,2,2.00,2,100.00,0,0,0
2066,Kashif Raza (Pak),2001-2001,1,1,1,2,2*,-,2,100.00,0,0,0
2067,RJ Kirtley (Eng),2001-2004,11,2,0,2,1,1.00,11,18.18,0,0,0
2068,DS Kulkarni (India),2014-2015,8,1,1,2,2*,-,2,100.00,0,0,0
2069,Masood Iqbal (Pak),1984-1984,1,1,0,2,2,2.00,2,100.00,0,0,0
2070,SC Meaker (Eng),2011-2011,2,2,0,2,1,1.00,16,12.50,0,0,0
2071,DWO Morgan (Ber),2006-2006,2,2,0,2,1,1.00,11,18.18,0,0,0
2072,Morshed Ali Khan (Ban),1998-1998,3,1,1,2,2*,-,4,50.00,0,0,0
2073,SP Mukherjee (India),1990-1991,3,1,1,2,2*,-,2,100.00,0,0,0
2074,Nadeem Khan (Pak),1993-1995,2,1,0,2,2,2.00,3,66.66,0,0,0
2075,Nasir Javed (USA),2004-2004,1,1,1,2,2*,-,19,10.52,0,0,0
2076,DR O'Sullivan (NZ),1974-1976,3,2,1,2,1*,2.00,5,40.00,0,0,0
2077,R Pathan (Can),2013-2013,1,1,0,2,2,2.00,9,22.22,0,0,0
2078,MR Pydanna (WI),1980-1983,3,1,1,2,2*,-,3,66.66,0,0,0
2079,Qadeer Ahmed (UAE),2015-2015,1,1,0,2,2,2.00,14,14.28,0,0,0
2080,ACL Richards (WI),2007-2007,1,1,0,2,2,2.00,2,100.00,0,0,0
2081,Sameer Zia (UAE),2004-2004,1,1,1,2,2*,-,20,10.00,0,0,0
2082,JNK Shannon (Ire),2013-2013,1,1,0,2,2,2.00,8,25.00,0,0,0
2083,GJ Thompson (Ire),2008-2008,3,2,0,2,2,1.00,21,9.52,0,0,1
2084,PIC Thompson (WI),1997-1997,2,1,0,2,2,2.00,7,28.57,0,0,0
2085,MS Tshabalala (SA),2007-2007,4,1,1,2,2*,-,3,66.66,0,0,0
2086,AP Weerakkody (SL),1994-1994,1,1,0,2,2,2.00,4,50.00,0,0,0
2087,MD Wettimuny (SL),1983-1983,1,1,0,2,2,2.00,11,18.18,0,0,0
2088,DF Whatmore (Aus),1980-1980,1,1,0,2,2,2.00,6,33.33,0,0,0
2089,BTJ Wheal (Scot),2016-2016,1,1,1,2,2*,-,15,13.33,0,0,0
